"Date","Description","ChkRef","Amount","Balance"
"02/24/2020","XX4125 POS PURCHASE COLD STONE CREAM LITTLE ROCK AR 48638741 038741","","-$10.16","$1,661.27"
"02/24/2020","XX4125 POS PURCHASE WAL-MART #2575 CONWAY AR 24257501 697780","","-$25.40","$1,635.87"
"02/24/2020","XX4125 POS PURCHASE SAMS CLUB #4749 CONWAY AR 47490095 763529","","-$27.08","$1,608.79"
"02/24/2020","XX4125 POS PURCHASE KUM &amp; GO #0158 CONWAY AR 04389001 360054","","-$33.59","$1,575.20"
"02/24/2020","XX4125 POS PURCHASE WAL-MART #2575 CONWAY AR 24257501 678178","","-$44.88","$1,530.32"
"02/24/2020","XX4125 POS PURCHASE KROGER #625 CONWAY AR 80062525 525108","","-$54.13","$1,476.19"
"02/24/2020","XX4125 POS PURCHASE TMOBILE*AUTO PAY 800-937-8997 WA 00000000 025092","","-$80.00","$1,396.19"
"02/24/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 049103","","-$115.14","$1,281.05"
"02/24/2020","PAYPAL INST XFER APPLE.COM BILL","","-$0.99","$1,280.06"
"02/24/2020","PAYPAL INST XFER SPOTIFYUSAI","","-$10.89","$1,269.17"
"02/24/2020","AMEX EPAYMENT ACH PMT M0790","","-$30.82","$1,238.35"
"02/24/2020","CAPITAL ONE MOBILE PMT 005339800475611","","-$186.08","$1,052.27"
"02/25/2020","XX4125 POS PURCHASE SUBWAY 00 CONWAY AR 001 085437","","-$9.32","$1,042.95"
"02/25/2020","XX4125 POS PURCHASE KROGER #625 CONWAY AR 80062510 510268","","-$70.90","$972.05"
"02/25/2020","XX4125 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 004813","","-$140.00","$832.05"
"02/28/2020","XX4125 POS PURCHASE THE INDIAN FEAST LITTLE ROCK AR 02479259 011766","","-$9.98","$822.07"
"03/02/2020","XX4125 POS PURCHASE CASEYS GEN STORE FAYETTEVILLE AR 99999999 007607","","-$2.47","$819.60"
"03/02/2020","XX4125 POS PURCHASE CASEYS GEN STORE FAYETTEVILLE AR 99999999 252015","","-$4.53","$815.07"
"03/02/2020","XX4125 POS PURCHASE SIMMONS QUIK STO MOUNTAINBURG AR 00705139 040026","","-$5.38","$809.69"
"03/02/2020","XX4125 POS PURCHASE PDQ NORTH RUSSELLVILLE AR 0002QI15 858256","","-$5.39","$804.30"
"03/02/2020","XX4125 POS PURCHASE WALGREENS STORE CONWAY AR 99999999 305777","","-$5.99","$798.31"
"03/02/2020","XX4125 POS PURCHASE DUNKIN #351542 BENTONVILLE AR 005 066182","","-$10.19","$788.12"
"03/02/2020","XX4125 POS PURCHASE KROGER #625 CONWAY AR 80062542 542920","","-$133.25","$654.87"
"03/02/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 003014","","-$295.00","$359.87"
"03/02/2020","CLUB FEES 10 FITNESS ABC - 10 FITNESS 888-827-9262","","-$30.50","$329.37"
"03/03/2020","XX4125 POS PURCHASE PHO THANH LLC BENTONVILLE AR 00000000 086901","","-$17.87","$311.50"
"03/04/2020","XX4125 POS PURCHASE DON PEPES CONWAY AR 02530866 056264","","-$8.66","$302.84"
"03/04/2020","PAYPAL INST XFER APPLE.COM BILL","","-$7.49","$295.35"
"03/05/2020","Merkle Inc.-OSV EDIPYMENTS 002eom","","$1,463.11","$1,758.46"
"03/05/2020","XX4125 POS PURCHASE SUBWAY 00 CONWAY AR 001 074475","","-$8.44","$1,750.02"
"03/05/2020","XX4125 POS PURCHASE KUM &amp; GO #0158 CONWAY AR 04389001 359756","","-$13.81","$1,736.21"
"03/06/2020","XX4125 POS PURCHASE WM SUPERCENTER # CONWAY AR 00050041 051777","","-$59.11","$1,677.10"
"03/09/2020","XX4125 POS PURCHASE WENDY&#39;S 51 CONWAY AR 59662009 691284","","-$2.54","$1,674.56"
"03/09/2020","XX4125 POS PURCHASE GULF OIL 9204941 CONWAY AR 94116601 111766","","-$3.90","$1,670.66"
"03/09/2020","XX4125 POS PURCHASE GULF OIL 9204941 CONWAY AR 94116601 111661","","-$4.64","$1,666.02"
"03/09/2020","XX4125 POS PURCHASE KUM &amp; GO #0158 CONWAY AR 04389001 680177","","-$7.49","$1,658.53"
"03/09/2020","XX4125 POS PURCHASE WALGREENS STORE CONWAY AR 99999999 449925","","-$8.36","$1,650.17"
"03/09/2020","XX4125 POS PURCHASE THE INDIAN FEAST LITTLE ROCK AR 02479259 030891","","-$9.98","$1,640.19"
"03/09/2020","XX4125 POS PURCHASE STARBUCKS STORE CONWAY AR 00000000 001996","","-$11.89","$1,628.30"
"03/09/2020","XX4125 POS PURCHASE SERRANO&#39;S MEXICA CONWAY AR 3 018478","","-$13.94","$1,614.36"
"03/09/2020","XX4125 ATM WITHDRAWAL BEARS STATIO-329 CONWAY AR P329528 008008","","-$20.00","$1,594.36"
"03/09/2020","XX4125 POS PURCHASE MURPHY6799ATWALM CONWAY AR 92707401 843581","","-$30.33","$1,564.03"
"03/09/2020","XX4125 POS PURCHASE U-HAULLEES AUTO CONWAY AR 68441228 041228","","-$36.19","$1,527.84"
"03/09/2020","XX4125 POS PURCHASE WAL-MART #2575 CONWAY AR 24257501 268209","","-$37.01","$1,490.83"
"03/09/2020","XX4125 POS PURCHASE O&#39;REILLY AUTO PA CONWAY AR 52990201 665381","","-$38.18","$1,452.65"
"03/09/2020","XX4125 POS PURCHASE KROGER #625 CONWAY AR 80062511 511509","","-$49.39","$1,403.26"
"03/09/2020","XX4125 POS PURCHASE SAM&#39;S Club CONWAY AR 47490003 006875022158","","-$113.22","$1,290.04"
"03/09/2020","XX4125 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 005528","","-$160.00","$1,130.04"
"03/09/2020","A CLOUD GURU LTD IAT PAYPAL 1008212683851","","-$29.00","$1,101.04"
"03/09/2020","FEE FOR ATM WITHDRAWAL BEARS STATIO-329 CONWAY AR P329528 008008","","-$1.00","$1,100.04"
"03/09/2020","ATM SURCHARGE XX4125 ATM WITHDRAWAL BEARS STATIO-329 CONWAY AR P329528 008008","","-$2.95","$1,097.09"
"03/10/2020","PAYPAL INST XFER APPLE.COM BILL","","-$29.99","$1,067.10"
"03/11/2020","XX4125 POS PURCHASE KROGER #625 CONWAY AR 80062531 031500","","-$3.26","$1,063.84"
"03/12/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 003823","","-$4.45","$1,059.39"
"03/13/2020","XX4125 POS PURCHASE SUBWAY 00 CONWAY AR 001 021663","","-$8.44","$1,050.95"
"03/13/2020","XX4125 POS PURCHASE WM SUPERCENTER # CONWAY AR 00050040 627356","","-$19.00","$1,031.95"
"03/16/2020","XX4125 MT DDA DEBIT CASH APP* 8774174551 CA 00000000 058711","","-$150.00","$881.95"
"03/17/2020","Square Inc * Cash App T200207349369","","$35.00","$916.95"
"03/20/2020","Merkle Inc.-OSV EDIPYMENTS 002gXV","","$1,463.11","$2,380.06"
"03/20/2020","XX4125 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 005963","","-$160.00","$2,220.06"
"03/23/2020","XX4125 POS PURCHASE TMOBILE*AUTO PAY 800-937-8997 WA 00000000 088264","","-$80.00","$2,140.06"
"03/23/2020","PAYPAL INST XFER SPOTIFYUSAI","","-$10.89","$2,129.17"
"03/23/2020","AMEX EPAYMENT ACH PMT M4760","","-$393.82","$1,735.35"
"03/24/2020","PAYPAL INST XFER APPLE.COM BILL","","-$0.99","$1,734.36"
"03/24/2020","PAYPAL INST XFER APPLE.COM BILL","","-$6.99","$1,727.37"
"03/25/2020","Square Inc * Cash App T200210139404","","$9.00","$1,736.37"
"03/26/2020","Square Inc * Cash App T200210330668","","$9.50","$1,745.87"
"03/30/2020","XX4125 POS PURCHASE SUBWAY 00 CONWAY AR 002 036102","","-$4.88","$1,740.99"
"03/30/2020","XX4125 POS PURCHASE SONIC DRIVE IN # CONWAY AR 1 094957","","-$12.65","$1,728.34"
"03/30/2020","XX4125 POS PURCHASE SAMSCLUB #4749 CONWAY AR 24474901 599214","","-$17.99","$1,710.35"
"03/30/2020","XX4125 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 006270","","-$20.00","$1,690.35"
"03/30/2020","XX4125 POS PURCHASE SLIM CHICKENS 1 CONWAY AR 00C39643 010045","","-$23.43","$1,666.92"
"03/30/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 076939","","-$93.05","$1,573.87"
"03/30/2020","XX4125 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 006269","","-$100.00","$1,473.87"
"03/30/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 083259","","-$295.00","$1,178.87"
"03/30/2020","PAYPAL INST XFER APPLE.COM BILL","","-$15.98","$1,162.89"
"03/30/2020","CAPITAL ONE MOBILE PMT 008739800483515","","-$300.00","$862.89"
"04/01/2020","PAYPAL INST XFER APPLE.COM BILL","","-$39.99","$822.90"
"04/02/2020","PAYPAL INST XFER APPLE.COM BILL","","-$14.99","$807.91"
"04/02/2020","CLUB FEES 10 FITNESS ABC - 10 FITNESS 888-827-9262","","-$30.50","$777.41"
"04/03/2020","Merkle Inc.-OSV EDIPYMENTS 002hET","","$1,463.11","$2,240.52"
"04/06/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 050062","","-$2.50","$2,238.02"
"04/06/2020","XX4125 POS PURCHASE WAL-MART #0005 CONWAY AR 24000501 919842","","-$5.70","$2,232.32"
"04/06/2020","XX4125 POS PURCHASE ANDYS FROZEN CUS CONWAY AR 00C40406 010247","","-$7.88","$2,224.44"
"04/06/2020","XX4125 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 043486","","-$8.33","$2,216.11"
"04/06/2020","XX4125 POS PURCHASE Wal-Mart Super C CONWAY AR 00050046 009789351779","","-$55.87","$2,160.24"
"04/06/2020","XX4125 POS PURCHASE WM SUPERCENTER # CONWAY AR 00050041 220030","","-$67.60","$2,092.64"
"04/06/2020","XX4125 POS PURCHASE WM SUPERCENTER # CONWAY AR 00050049 232180","","-$88.32","$2,004.32"
"04/06/2020","PAYPAL INST XFER NEWEGGCOM","","-$11.96","$1,992.36"
"04/06/2020","PAYPAL INST XFER MICROSOFT STORE","","-$99.00","$1,893.36"
"04/07/2020","XX4125 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 006599","","-$80.00","$1,813.36"
"04/07/2020","XX4125 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 006598","","-$200.00","$1,613.36"
"04/07/2020","A CLOUD GURU LTD IAT PAYPAL 1008517015814","","-$29.00","$1,584.36"
"04/07/2020","CAPITAL ONE ONLINE PMT 009739910704489","","-$500.00","$1,084.36"
"04/07/2020","AMEX EPAYMENT ACH PMT W9692","","-$532.00","$552.36"
"04/08/2020","Square Inc * Cash App T200214473740","","$190.00","$742.36"
"04/08/2020","PAYPAL INST XFER NEWEGGCOM","","-$127.69","$614.67"
"04/10/2020","PAYPAL INST XFER APPLE.COM BILL","","-$29.99","$584.68"
"04/13/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 019343","","-$51.00","$533.68"
"04/13/2020","PAYPAL INST XFER MICROSOFT STORE","","-$99.00","$434.68"
"04/13/2020","PAYPAL INST XFER MICROSOFT STORE","","-$139.00","$295.68"
"04/20/2020","Merkle Inc.-OSV EDIPYMENTS 002ias","","$1,431.19","$1,726.87"
"04/20/2020","XX4125 POS PURCHASE ANDYS FROZEN CUS CONWAY AR 00C40406 010088","","-$13.42","$1,713.45"
"04/20/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 056724","","-$19.00","$1,694.45"
"04/20/2020","XX4125 POS PURCHASE KROGER 5625 501-329-3628 AR 12013990 013990","","-$66.71","$1,627.74"
"04/20/2020","CAPITAL ONE MOBILE PMT 010939800695743","","-$200.00","$1,427.74"
"04/22/2020","PAYPAL INST XFER SPOTIFYUSAI","","-$10.89","$1,416.85"
"04/22/2020","CAPITAL ONE MOBILE PMT 011239800065588","","-$200.00","$1,216.85"
"04/23/2020","XX4125 POS PURCHASE THRONEBERRY FAMI CONWAY AR 01515157 021175","","-$34.70","$1,182.15"
"04/23/2020","XX4125 POS PURCHASE TMOBILE*AUTO PAY 800-937-8997 WA 00000000 091207","","-$80.00","$1,102.15"
"04/23/2020","CAPITAL ONE MOBILE PMT 011339800332908","","-$262.20","$839.95"
"04/24/2020","XX4125 MT DDA DEBIT CASH APP*DONALD 8774174551 CA 00000000 024451","","-$15.00","$824.95"
"04/24/2020","PAYPAL INST XFER APPLE.COM BILL","","-$0.99","$823.96"
"04/24/2020","PAYPAL INST XFER APPLE.COM BILL","","-$6.99","$816.97"
"04/24/2020","AMEX EPAYMENT ACH PMT M2152","","-$100.00","$716.97"
"04/27/2020","XX4125 POS PURCHASE KROGER FUEL #562 CONWAY AR 80562510 100447","","-$2.73","$714.24"
"04/27/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 053097","","-$3.89","$710.35"
"04/27/2020","XX4125 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 049280","","-$7.77","$702.58"
"04/27/2020","XX4125 POS PURCHASE SONIC DRIVE IN # CONWAY AR 1 084280","","-$23.63","$678.95"
"04/27/2020","XX4125 POS PURCHASE DQ BRAZIER #4319 CONWAY AR 00019738 010034","","-$32.18","$646.77"
"04/28/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 085819","","-$7.67","$639.10"
"04/29/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 093939","","-$13.43","$625.67"
"04/29/2020","PAYPAL INST XFER APPLE.COM BILL","","-$12.99","$612.68"
"04/30/2020","XX4125 MT DDA CREDIT Cash App*Cash Ou Visa Direct CA 1 316143","","$31.52","$644.20"
"04/30/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 022589","","-$10.10","$634.10"
"04/30/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 006664","","-$297.00","$337.10"
"05/01/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 076653","","-$125.00","$212.10"
"05/01/2020","XX4125 MT DDA DEBIT CASH APP*JACOB G 8774174551 CA 00000000 040213","","-$150.00","$62.10"
"05/04/2020","XX4125 MT DDA CREDIT Cash App*Cash Ou Visa Direct CA 1 252226","","$15.75","$77.85"
"05/04/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 060786","","-$5.44","$72.41"
"05/04/2020","PAYPAL INST XFER APPLE.COM BILL","","-$14.99","$57.42"
"05/05/2020","Merkle Inc.-OSV EDIPYMENTS 002k9I","","$1,431.18","$1,488.60"
"05/07/2020","A CLOUD GURU LTD IAT PAYPAL 1008867641079","","-$29.00","$1,459.60"
"05/08/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 029748","","-$10.00","$1,449.60"
"05/08/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 046376","","-$10.10","$1,439.50"
"05/11/2020","XX4125 POS PURCHASE ANDYS FROZEN CUS CONWAY AR 00C40406 010191","","-$7.55","$1,431.95"
"05/11/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 010758","","-$8.00","$1,423.95"
"05/11/2020","XX4125 POS PURCHASE TACO BELL 036397 CONWAY AR 0363002 053280","","-$11.76","$1,412.19"
"05/11/2020","XX4125 POS PURCHASE CHICKEN EXPRESS CONWAY AR 05865633 065633","","-$13.05","$1,399.14"
"05/11/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 091955","","-$13.43","$1,385.71"
"05/11/2020","XX4125 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 087231","","-$16.42","$1,369.29"
"05/11/2020","XX4125 POS PURCHASE DQ BRAZIER #4319 CONWAY AR 00019738 010246","","-$27.64","$1,341.65"
"05/11/2020","PAYPAL INST XFER APPLE.COM BILL","","-$29.99","$1,311.66"
"05/11/2020","AMEX EPAYMENT ACH PMT M4288","","-$200.00","$1,111.66"
"05/11/2020","CAPITAL ONE ONLINE PMT 012939910335185","","-$245.33","$866.33"
"05/11/2020","AMEX EPAYMENT ACH PMT M7530","","-$300.00","$566.33"
"05/11/2020","AMEX EPAYMENT ACH PMT W5210","","-$398.82","$167.51"
"05/18/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 052362","","-$2.00","$165.51"
"05/18/2020","XX4125 POS PURCHASE MCDONALD&#39;S F1066 CONWAY AR 1 057471","","-$9.77","$155.74"
"05/18/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 003148","","-$23.06","$132.68"
"05/19/2020","XX4125 MT DDA CREDIT Cash App*Cash Ou Visa Direct CA 1 408725","","$10.75","$143.43"
"05/19/2020","XX4125 MT DDA CREDIT Cash App*Cash Ou Visa Direct CA 1 408743","","$20.33","$163.76"
"05/19/2020","XX4125 MT DDA CREDIT Cash App*Cash Ou Visa Direct CA 1 408744","","$21.67","$185.43"
"05/19/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 091647","","-$7.99","$177.44"
"05/19/2020","XX4125 MT DDA DEBIT CASH APP*JACOB G 8774174551 CA 00000000 008411","","-$115.00","$62.44"
"05/20/2020","Merkle Inc.-OSV EDIPYMENTS 002lGQ","","$1,431.20","$1,493.64"
"05/20/2020","XX4125 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 008557","","-$20.00","$1,473.64"
"05/21/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 086876","","-$7.88","$1,465.76"
"05/21/2020","XX4125 POS PURCHASE BURGER KING #228 CONWAY AR 00002720 000200","","-$11.99","$1,453.77"
"05/21/2020","XX4125 POS PURCHASE KUM &amp; GO #0158 CONWAY AR 1 009670","","-$24.17","$1,429.60"
"05/21/2020","PAYPAL INST XFER APPLE.COM BILL","","-$2.99","$1,426.61"
"05/22/2020","XX4125 POS PURCHASE STARBUCKS STORE CONWAY AR 00000000 092335","","-$10.67","$1,415.94"
"05/22/2020","XX4125 POS PURCHASE KUM &amp; GO #0158 CONWAY AR 04389001 164000","","-$11.93","$1,404.01"
"05/22/2020","XX4125 POS PURCHASE TACO BELL 036397 CONWAY AR 0363002 097273","","-$12.87","$1,391.14"
"05/22/2020","PAYPAL INST XFER SPOTIFYUSAI","","-$10.89","$1,380.25"
"05/22/2020","AMEX EPAYMENT ACH PMT W3932","","-$609.81","$770.44"
"05/26/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 095204","","-$2.11","$768.33"
"05/26/2020","XX4125 POS PURCHASE DUNKIN #350624 Q BRYANT AR 3506004 059851","","-$4.70","$763.63"
"05/26/2020","XX4125 POS PURCHASE DUNKIN #350624 Q BRYANT AR 3506004 059869","","-$4.70","$758.93"
"05/26/2020","XX4125 POS PURCHASE STARBUCKS STORE CONWAY AR 00000000 097663","","-$5.17","$753.76"
"05/26/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 016112","","-$7.88","$745.88"
"05/26/2020","XX4125 POS PURCHASE ANDYS FROZEN CUS CONWAY AR 00C40406 010280","","-$7.88","$738.00"
"05/26/2020","XX4125 POS PURCHASE STARBUCKS STORE CONWAY AR 00000000 025220","","-$7.89","$730.11"
"05/26/2020","XX4125 POS PURCHASE ANDYS FROZEN CUS CONWAY AR 00C40406 010221","","-$8.60","$721.51"
"05/26/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 082047","","-$9.98","$711.53"
"05/26/2020","XX4125 POS PURCHASE TACO BELL 036397 CONWAY AR 0363002 034044","","-$11.52","$700.01"
"05/26/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 002798","","-$12.09","$687.92"
"05/26/2020","XX4125 POS PURCHASE STARBUCKS STORE CONWAY AR 00000000 008948","","-$12.33","$675.59"
"05/26/2020","XX4125 POS PURCHASE STARBUCKS STORE CONWAY AR 00000000 016617","","-$12.78","$662.81"
"05/26/2020","XX4125 POS PURCHASE MCDONALD&#39;S F3290 CONWAY AR 1 091186","","-$16.30","$646.51"
"05/26/2020","XX4125 POS PURCHASE AMZN MKTP US*M79 AMZN.COM/BILL WA 00000000 017622","","-$18.54","$627.97"
"05/26/2020","XX4125 POS PURCHASE TMOBILE*AUTO PAY 800-937-8997 WA 00000000 025253","","-$80.00","$547.97"
"05/26/2020","XX4125 POS PURCHASE AMZN Mktp US*M75 Amzn.com/bill WA 00000000 009573","","-$133.20","$414.77"
"05/26/2020","PAYPAL INST XFER APPLE.COM BILL","","-$0.99","$413.78"
"05/26/2020","PAYPAL INST XFER SIGNEDVINYL EBA","","-$6.00","$407.78"
"05/26/2020","AMEX EPAYMENT ACH PMT W3056","","-$42.78","$365.00"
"05/27/2020","XX4125 MT DDA CREDIT Cash App*Cash Ou Visa Direct CA 1 179448","","$7.75","$372.75"
"05/27/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 058896","","-$9.00","$363.75"
"05/27/2020","XX4125 POS PURCHASE STARBUCKS STORE CONWAY AR 00000000 023373","","-$11.22","$352.53"
"05/27/2020","PAYPAL INST XFER APPLE.COM BILL","","-$12.99","$339.54"
"06/01/2020","XX4125 MT DDA CREDIT Cash App*Cash Ou Visa Direct CA 1 272177","","$6.75","$346.29"
"06/01/2020","XX4125 MT DDA CREDIT Cash App*Cash Ou Visa Direct CA 1 280599","","$11.75","$358.04"
"06/01/2020","XX4125 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 008969","","-$40.00","$318.04"
"06/01/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 068005","","-$300.00","$18.04"
"06/02/2020","CLUB FEES 10 FITNESS ABC - 10 FITNESS 888-827-9262","","-$30.50","-$12.46"
"06/03/2020","ONLINE BANKING TRANSFER FROM x3282 06/03/20","","$200.00","$187.54"
"06/03/2020","CHK# 00 AMT $30.50,"CHK# 00 AMT $30.50,"","-$35.00","$152.54"
"06/04/2020","PAYPAL INST XFER APPLE.COM BILL","","-$14.99","$137.55"
"06/05/2020","Merkle Inc.-OSV EDIPYMENTS 002m3g","","$1,431.18","$1,568.73"
"06/08/2020","XX4125 MT DDA DEBIT CASH APP*ETHAN H 8774174551 CA 00000000 054085","","-$1.00","$1,567.73"
"06/08/2020","XX4125 POS PURCHASE WAL-MART #2575 CONWAY AR 24257501 106038","","-$7.29","$1,560.44"
"06/08/2020","XX4125 MT DDA DEBIT CASH APP*ETHAN H 8774174551 CA 00000000 051815","","-$49.00","$1,511.44"
"06/08/2020","XX4125 POS PURCHASE KROGER #625 CONWAY AR 80062513 513543","","-$50.76","$1,460.68"
"06/08/2020","XX4125 MT DDA DEBIT CASH APP*JACOB G 8774174551 CA 00000000 092303","","-$160.00","$1,300.68"
"06/08/2020","A CLOUD GURU LTD IAT PAYPAL 1009224086048","","-$29.00","$1,271.68"
"06/09/2020","AMEX EPAYMENT ACH PMT M0382","","-$500.00","$771.68"
"06/11/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 086750","","-$6.50","$765.18"
"06/12/2020","XX4125 POS PURCHASE KROGER #625 CONWAY AR 80062509 009471","","-$27.41","$737.77"
"06/12/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 021662","","-$100.00","$637.77"
"06/12/2020","PAYPAL INST XFER ULTIMATEGTR","","-$24.99","$612.78"
"06/12/2020","PAYPAL INST XFER APPLE.COM BILL","","-$29.99","$582.79"
"06/15/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 046706","","-$7.77","$575.02"
"06/15/2020","XX4125 POS PURCHASE SONIC DRIVE IN # CONWAY AR 1 047131","","-$9.77","$565.25"
"06/15/2020","XX4125 POS PURCHASE KROGER #625 CONWAY AR 80062512 512149","","-$37.37","$527.88"
"06/15/2020","ALLYBK SV WEBXFR TRANSFER 2320122873","","-$200.00","$327.88"
"06/16/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 045656","","-$9.65","$318.23"
"06/17/2020","XX4125 POS PURCHASE STARBUCKS STORE CONWAY AR 00000000 096779","","-$5.17","$313.06"
"06/17/2020","PAYPAL INST XFER APPLE.COM BILL","","-$2.99","$310.07"
"06/18/2020","Square Inc * Cash App T200242701563","","$9.58","$319.65"
"06/19/2020","Merkle Inc.-OSV EDIPYMENTS 002nbh","","$1,431.19","$1,750.84"
"06/22/2020","XX4125 MT DDA DEBIT CASH APP*DOLLY 8774174551 CA 00000000 054470","","-$5.00","$1,745.84"
"06/22/2020","XX4125 MT DDA DEBIT CASH APP*DOLLY 8774174551 CA 00000000 057803","","-$5.00","$1,740.84"
"06/22/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 020942","","-$9.00","$1,731.84"
"06/22/2020","XX4125 MT DDA DEBIT CASH APP*DOLLY 8774174551 CA 00000000 071493","","-$30.00","$1,701.84"
"06/22/2020","PAYPAL INST XFER SPOTIFYUSAI","","-$10.89","$1,690.95"
"06/23/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 096125","","-$12.00","$1,678.95"
"06/23/2020","XX4125 POS PURCHASE TMOBILE*AUTO PAY 800-937-8997 WA 00000000 076831","","-$80.00","$1,598.95"
"06/23/2020","XX4125 ATM WITHDRAWAL BANK OZK CONWAY AR AR000175 009954","","-$180.00","$1,418.95"
"06/24/2020","PAYPAL INST XFER APPLE.COM BILL","","-$0.99","$1,417.96"
"06/25/2020","XX4125 POS PURCHASE KROGER #625 CONWAY AR 80062515 515319","","-$71.56","$1,346.40"
"06/26/2020","XX4125 POS PURCHASE MCDONALD&#39;S F2991 CONWAY AR 1 084767","","-$8.21","$1,338.19"
"06/26/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 002505","","-$126.00","$1,212.19"
"06/29/2020","XX4125 POS PURCHASE DUNKIN #352604 LITTLE ROCK AR 005 055624","","-$9.30","$1,202.89"
"06/29/2020","XX4125 POS PURCHASE CHICK-FIL-A #023 LITTLE ROCK AR 1 037094","","-$19.91","$1,182.98"
"06/29/2020","XX4125 POS PURCHASE KROGER #625 CONWAY AR 80062512 512514","","-$32.99","$1,149.99"
"06/29/2020","XX4125 ATM WITHDRAWAL BANK OZK LITTLE ROCK AR AR000146 009939","","-$80.00","$1,069.99"
"06/29/2020","XX4125 POS PURCHASE WM SUPERCENTER # CONWAY (SOUTH AR 25750005 899667","","-$103.06","$966.93"
"06/29/2020","PAYPAL INST XFER APPLE.COM BILL","","-$12.99","$953.94"
"06/29/2020","AMEX EPAYMENT ACH PMT M7558","","-$408.44","$545.50"
"07/02/2020","Merkle Inc.-OSV EDIPYMENTS 002omS","","$1,431.19","$1,976.69"
"07/02/2020","XX4125 MT DDA DEBIT CASH APP*OSIRIS 8774174551 CA 00000000 021080","","-$300.00","$1,676.69"
"07/02/2020","PAYPAL INST XFER APPLE.COM BILL","","-$14.99","$1,661.70"
"07/02/2020","CLUB FEES 10 FITNESS ABC - 10 FITNESS 888-827-9262","","-$30.50","$1,631.20"
"07/03/2020","XX4125 POS PURCHASE KROGER #625 CONWAY AR 80062510 510904","","-$45.66","$1,585.54"
"07/06/2020","XX4125 POS PURCHASE DUNKIN #352604 LITTLE ROCK AR 005 057245","","-$6.98","$1,578.56"
